Size,Channels,Threads,Time_s
256,16,16,0.0058065
256,16,16,0.0060538
256,16,16,0.0058451
256,16,16,0.0058904
256,16,16,0.0079075
256,16,16,0.0056963
256,16,16,0.0061687
256,16,16,0.0058779
256,16,16,0.0057721
256,16,16,0.0062826
256,16,16,0.005628
256,16,16,0.0056929
256,16,16,0.0083236
256,16,16,0.006894
256,16,16,0.0059681
256,16,16,0.0058276
256,16,16,0.0057146
256,16,16,0.0070612
256,16,16,0.0056483
256,16,16,0.005965
256,16,16,0.008266
256,16,16,0.0060155
256,16,16,0.0055654
256,16,16,0.0061181
256,16,16,0.0056904
256,16,16,0.0059719
256,16,16,0.0058351
256,16,16,0.0083453
256,16,16,0.0081472
256,16,16,0.0058579
256,16,16,0.0057343
256,16,16,0.0055735
256,16,16,0.0058245
256,16,16,0.0080679
256,16,16,0.0088173
256,16,16,0.0091763
256,16,16,0.0082003
256,16,16,0.0078005
256,16,16,0.0080027
256,32,2,0.0495747
256,32,2,0.0532226
256,32,2,0.0491015
256,32,2,0.0485303
256,32,2,0.0461955
256,32,2,0.0483796
256,32,2,0.0475377
256,32,2,0.0589786
256,32,2,0.0469697
256,32,2,0.0542933
256,32,2,0.0461741
256,32,2,0.0477179
256,32,2,0.0491773
256,32,2,0.0487065
256,32,2,0.0531578
256,32,2,0.0480874
256,32,2,0.0483445
256,32,2,0.0561981
256,32,2,0.0529786
256,32,2,0.0504626
256,32,2,0.0480647
256,32,2,0.0480118
256,32,2,0.0461621
256,32,2,0.0480201
256,32,2,0.0513854
256,32,2,0.0490122
256,32,2,0.0550933
256,32,2,0.0522578
256,32,2,0.0466007
256,32,2,0.0521821
256,32,2,0.0492729
256,32,2,0.0467023
256,32,2,0.0478124
256,32,2,0.049086
256,32,2,0.0514093
256,32,2,0.0536302
256,32,2,0.0555352
256,32,2,0.0531254
256,32,2,0.0512756
256,32,2,0.0484435
256,32,2,0.0551168
256,32,2,0.0459549
256,32,2,0.0453607
256,32,2,0.0451134
256,32,2,0.0458042
256,32,2,0.0456141
256,32,2,0.0475105
256,32,2,0.0570489
256,32,2,0.0536418
256,32,2,0.0574757
256,32,4,0.0322885
256,32,4,0.0291862
256,32,4,0.0259699
256,32,4,0.0273129
256,32,4,0.0250943
256,32,4,0.0256823
256,32,4,0.0268671
256,32,4,0.0323038
256,32,4,0.0313639
256,32,4,0.0281623
256,32,4,0.0283432
256,32,4,0.0247295
256,32,4,0.0325367
256,32,4,0.0334547
256,32,4,0.0283354
256,32,4,0.028805
256,32,4,0.0309119
256,32,4,0.0279416
256,32,4,0.0231012
256,32,4,0.024124
256,32,4,0.0266825
256,32,4,0.0248421
256,32,4,0.0232544
256,32,4,0.0281448
256,32,4,0.0234198
256,32,4,0.0292776
256,32,4,0.0257624
256,32,4,0.0262815
256,32,4,0.0298876
256,32,4,0.0278468
256,32,4,0.0270463
256,32,4,0.0279953
256,32,4,0.0265423
256,32,4,0.027725
256,32,4,0.0225457
256,32,4,0.031489
256,32,4,0.0287382
256,32,4,0.0240189
256,32,4,0.028226
256,32,4,0.0315473
256,32,4,0.0303266
256,32,4,0.0352966
256,32,4,0.0339556
256,32,4,0.0354259
256,32,4,0.0272864
256,32,4,0.0354225
256,32,4,0.0315558
256,32,4,0.0334289
256,32,4,0.0319468
256,32,4,0.033492
256,32,8,0.0218
256,32,8,0.0199172
256,32,8,0.0174469
256,32,8,0.0176937
256,32,8,0.0208441
256,32,8,0.0165374
256,32,8,0.0188791
256,32,8,0.0188014
256,32,8,0.0175821
256,32,8,0.0174171
256,32,8,0.0181674
256,32,8,0.016623
256,32,8,0.0186849
256,32,8,0.0157272
256,32,8,0.0165702
256,32,8,0.0195662
256,32,8,0.0178769
256,32,8,0.0176624
256,32,8,0.0187377
256,32,8,0.0188563
256,32,8,0.0186934
256,32,8,0.0177653
256,32,8,0.0199768
256,32,8,0.0204106
256,32,8,0.0194988
256,32,8,0.0193008
256,32,8,0.0179254
256,32,8,0.0190218
256,32,8,0.018634
256,32,8,0.0179209
256,32,8,0.0162016
256,32,8,0.018494
256,32,8,0.0178302
256,32,8,0.0186647
256,32,8,0.0158329
256,32,8,0.0171302
256,32,8,0.01764
256,32,8,0.0201395
256,32,8,0.0171495
256,32,8,0.0183966
256,32,8,0.017701
256,32,8,0.0195318
256,32,8,0.0209593
256,32,8,0.0179835
256,32,8,0.0203623
256,32,8,0.0175217
256,32,8,0.0198399
256,32,8,0.0207043
256,32,8,0.0172428
256,32,8,0.0172211
256,32,16,0.0159141
256,32,16,0.0135248
256,32,16,0.0111421
256,32,16,0.0108157
256,32,16,0.0113672
256,32,16,0.01178
256,32,16,0.0112869
256,32,16,0.0117196
256,32,16,0.0131375
256,32,16,0.011928
256,32,16,0.0137749
256,32,16,0.012277
256,32,16,0.0118143
256,32,16,0.0112685
256,32,16,0.0133032
256,32,16,0.0116269
256,32,16,0.0136325
256,32,16,0.0120546
256,32,16,0.0132698
256,32,16,0.0122732
256,32,16,0.0121629
256,32,16,0.0123727
256,32,16,0.0114934
256,32,16,0.0115393
256,32,16,0.0134044
256,32,16,0.0113819
256,32,16,0.0117633
256,32,16,0.0125397
256,32,16,0.0125339
256,32,16,0.0109802
256,32,16,0.0117818
256,32,16,0.0134833
256,32,16,0.0116109
256,32,16,0.0115961
256,32,16,0.0113847
256,32,16,0.0155283
256,32,16,0.0108753
256,32,16,0.0118139
256,32,16,0.0116356
256,32,16,0.0120946
256,32,16,0.0122781
256,32,16,0.0122317
256,32,16,0.0113461
256,32,16,0.0118445
256,32,16,0.0133765
256,32,16,0.0112568
256,32,16,0.0118013
256,32,16,0.011337
256,32,16,0.0131832
256,32,16,0.011773
256,64,2,0.0998448
256,64,2,0.116936
256,64,2,0.0909674
256,64,2,0.0917921
256,64,2,0.0947697
256,64,2,0.0941316
256,64,2,0.106372
256,64,2,0.104194
256,64,2,0.109542
256,64,2,0.0970594
256,64,2,0.103182
256,64,2,0.111999
256,64,2,0.109533
256,64,2,0.095604
256,64,2,0.102703
256,64,2,0.0961315
256,64,2,0.0965642
256,64,2,0.106336
256,64,2,0.101849
256,64,2,0.100039
256,64,2,0.0996705
256,64,2,0.114623
256,64,2,0.119533
256,64,2,0.0975907
256,64,2,0.10262
256,64,2,0.098948
256,64,2,0.100833
256,64,2,0.110201
256,64,2,0.0937389
256,64,2,0.0937603
256,64,2,0.0925182
256,64,2,0.117223
256,64,2,0.109703
256,64,2,0.0948879
256,64,2,0.102628
256,64,2,0.0968473
256,64,2,0.0957433
256,64,2,0.0965467
256,64,2,0.0950739
256,64,2,0.102358
256,64,2,0.0930538
256,64,2,0.11147
256,64,2,0.117778
256,64,2,0.11029
256,64,2,0.0924047
256,64,2,0.10806
256,64,2,0.0955538
256,64,2,0.0972448
256,64,2,0.101333
256,64,2,0.0996172
256,64,4,0.0550609
